f0,f1,f2,f3,X0,X1,X2,X3,Sum
2,3,7,7,3024,9576,2166,3024,17790
5,7,7,1,3024,3024,2166,9576,17790
7,7,1,5,9576,3024,3024,2166,17790
2,5,4,7,3024,2166,9576,3024,17790
6,2,4,2,3024,2166,3024,9576,17790
7,6,7,4,2166,3024,9576,3024,17790
2,6,2,4,2166,3024,9576,3024,17790
6,2,7,7,3024,2166,9576,3024,17790
5,4,7,4,9576,3024,2166,3024,17790
6,2,4,4,9576,2166,3024,3024,17790
7,4,2,3,2166,3024,9576,3024,17790
1,2,3,1,3024,2166,9576,3024,17790
7,4,7,6,9576,3024,2166,3024,17790
5,4,7,2,3024,3024,2166,9576,17790
2,7,6,2,3024,3024,9576,2166,17790
1,2,2,0,9576,2166,3024,3024,17790
1,1,5,4,2166,9576,3024,3024,17790
2,2,0,1,3024,9576,2166,3024,17790
5,4,7,7,3024,9576,2166,3024,17790
1,2,1,0,3024,2166,3024,9576,17790
7,7,2,3,2166,3024,3024,9576,17790
2,7,0,1,3024,3024,2166,9576,17790
2,3,7,2,3024,3024,2166,9576,17790
2,7,1,5,3024,3024,9576,2166,17790
3,7,1,1,3024,3024,9576,2166,17790
1,4,7,6,3024,9576,2166,3024,17790
2,2,4,0,3024,2166,9576,3024,17790
2,0,1,2,3024,3024,9576,2166,17790
4,0,2,2,9576,3024,3024,2166,17790
2,2,3,7,3024,2166,9576,3024,17790
7,2,5,4,2166,9576,3024,3024,17790
7,6,2,1,2166,3024,9576,3024,17790
7,6,2,2,2166,3024,3024,9576,17790
4,0,4,2,3024,9576,3024,2166,17790
1,7,6,2,3024,9576,3024,2166,17790
4,0,7,2,3024,3024,9576,2166,17790
7,6,2,7,2166,9576,3024,3024,17790
1,7,4,0,3024,2166,3024,9576,17790
1,7,3,7,3024,2166,3024,9576,17790
0,4,2,4,2166,3024,9576,3024,17790
4,1,1,5,9576,3024,3024,2166,17790
4,7,4,5,3024,9576,3024,2166,17790
4,1,5,4,2166,3024,3024,9576,17790
1,7,1,5,3024,9576,3024,2166,17790
4,1,6,2,9576,3024,3024,2166,17790
4,0,1,7,3024,9576,3024,2166,17790
4,0,1,4,9576,3024,3024,2166,17790
7,1,7,3,2166,3024,9576,3024,17790
7,2,4,0,9576,2166,3024,3024,17790
2,1,7,6,9576,3024,2166,3024,17790
3,7,1,4,9576,3024,3024,2166,17790
7,5,4,7,9576,2166,3024,3024,17790
3,7,1,7,3024,9576,3024,2166,17790
2,1,5,4,2166,3024,9576,3024,17790
3,7,2,2,9576,3024,3024,2166,17790
3,7,4,2,3024,9576,3024,2166,17790
7,2,2,3,2166,9576,3024,3024,17790
0,1,7,4,2166,3024,9576,3024,17790
7,6,1,4,2166,3024,3024,9576,17790
2,1,2,3,2166,3024,9576,3024,17790
3,7,7,2,3024,3024,9576,2166,17790
0,1,4,4,2166,9576,3024,3024,17790
7,7,5,4,2166,3024,3024,9576,17790
2,1,0,1,9576,3024,2166,3024,17790
4,0,1,1,3024,3024,9576,2166,17790
7,2,3,7,9576,2166,3024,3024,17790
4,2,1,5,3024,9576,3024,2166,17790
4,1,2,3,2166,3024,3024,9576,17790
2,4,1,6,3024,3024,2166,9576,17790
4,4,1,5,3024,3024,9576,2166,17790
6,7,4,7,3024,2166,3024,9576,17790
2,3,1,1,3024,3024,2166,9576,17790
1,5,4,2,3024,2166,3024,9576,17790
0,2,2,4,2166,9576,3024,3024,17790
1,5,4,1,3024,2166,9576,3024,17790
7,7,6,2,9576,3024,3024,2166,17790
7,1,5,7,2166,9576,3024,3024,17790
4,5,4,7,3024,2166,3024,9576,17790
4,6,2,4,2166,3024,3024,9576,17790
1,5,2,7,9576,2166,3024,3024,17790
2,2,7,6,3024,9576,2166,3024,17790
4,4,7,6,3024,3024,2166,9576,17790
1,5,1,7,3024,2166,3024,9576,17790
3,4,1,2,3024,3024,9576,2166,17790
4,4,6,2,3024,3024,9576,2166,17790
4,7,2,5,9576,3024,3024,2166,17790
4,3,7,1,3024,3024,2166,9576,17790
4,2,3,7,3024,2166,3024,9576,17790
4,2,4,0,3024,2166,3024,9576,17790
4,2,6,2,3024,9576,3024,2166,17790
2,4,2,6,9576,3024,2166,3024,17790
7,1,5,1,2166,3024,9576,3024,17790
1,6,2,4,2166,9576,3024,3024,17790
1,5,4,4,9576,2166,3024,3024,17790
7,1,5,2,2166,3024,3024,9576,17790
1,5,7,7,3024,2166,9576,3024,17790
4,4,0,1,3024,3024,2166,9576,17790
0,1,2,7,2166,9576,3024,3024,17790
7,6,3,7,1596,1596,7056,7056,17304
7,6,1,5,1596,7056,7056,1596,17304
0,1,6,2,1596,7056,7056,1596,17304
0,3,7,4,1596,7056,1596,7056,17304
0,2,3,4,1596,1596,7056,7056,17304
7,6,7,6,1596,7056,1596,7056,17304
7,6,4,0,1596,1596,7056,7056,17304
0,3,2,1,1596,7056,1596,7056,17304
0,1,7,6,1596,7056,1596,7056,17304
0,1,4,0,1596,1596,7056,7056,17304
0,0,1,4,1596,7056,7056,1596,17304
7,5,5,7,1596,1596,7056,7056,17304
0,5,2,7,1596,1596,7056,7056,17304
7,6,0,1,1596,7056,1596,7056,17304
0,1,1,5,1596,7056,7056,1596,17304
7,5,4,3,1596,1596,7056,7056,17304
0,4,0,4,1596,7056,1596,7056,17304
0,5,4,4,1596,1596,7056,7056,17304
7,6,6,2,1596,7056,7056,1596,17304
0,2,2,0,1596,1596,7056,7056,17304
0,1,3,7,1596,1596,7056,7056,17304
0,1,0,1,1596,7056,1596,7056,17304
0,4,2,6,1596,7056,1596,7056,17304
0,0,2,2,1596,7056,7056,1596,17304
6,2,0,1,7056,1596,1596,7056,17304
0,7,2,5,1596,7056,7056,1596,17304
4,1,5,5,1596,7056,7056,1596,17304
6,4,4,6,7056,1596,1596,7056,17304
4,6,6,4,1596,7056,7056,1596,17304
4,6,2,5,1596,7056,7056,1596,17304
4,5,6,7,7056,1596,7056,1596,17304
4,5,4,5,7056,1596,7056,1596,17304
4,4,6,6,7056,7056,1596,1596,17304
4,4,0,5,7056,7056,1596,1596,17304
4,3,7,5,7056,7056,1596,1596,17304
4,3,6,1,7056,7056,1596,1596,17304
4,2,6,0,7056,1596,7056,1596,17304
4,2,3,5,7056,1596,7056,1596,17304
4,1,6,3,1596,7056,7056,1596,17304
4,0,7,6,7056,7056,1596,1596,17304
5,0,7,2,7056,7056,1596,1596,17304
4,0,5,4,1596,7056,7056,1596,17304
4,0,4,0,7056,1596,7056,1596,17304
4,0,3,7,7056,1596,7056,1596,17304
4,0,2,3,1596,7056,7056,1596,17304
6,6,2,7,1596,1596,7056,7056,17304
4,0,0,1,7056,7056,1596,1596,17304
3,7,7,6,7056,7056,1596,1596,17304
3,7,5,4,1596,7056,7056,1596,17304
6,6,4,4,1596,1596,7056,7056,17304
3,7,3,7,7056,1596,7056,1596,17304
3,7,2,3,1596,7056,7056,1596,17304
3,7,0,1,7056,7056,1596,1596,17304
5,0,1,1,7056,7056,1596,1596,17304
5,1,5,1,1596,7056,1596,7056,17304
0,7,6,4,1596,7056,7056,1596,17304
5,6,2,1,1596,7056,1596,7056,17304
6,1,5,7,1596,1596,7056,7056,17304
6,1,4,3,1596,1596,7056,7056,17304
6,2,1,5,7056,1596,7056,1596,17304
6,2,2,3,1596,1596,7056,7056,17304
6,0,4,2,7056,1596,7056,1596,17304
6,0,1,7,7056,1596,7056,1596,17304
5,7,7,5,7056,7056,1596,1596,17304
6,2,5,4,1596,1596,7056,7056,17304
5,7,6,1,7056,7056,1596,1596,17304
6,2,6,2,7056,1596,7056,1596,17304
5,6,7,4,1596,7056,1596,7056,17304
6,2,7,6,7056,1596,1596,7056,17304
5,5,7,7,7056,1596,1596,7056,17304
6,4,0,7,7056,1596,1596,7056,17304
5,5,4,1,7056,1596,1596,7056,17304
6,3,4,1,7056,1596,1596,7056,17304
5,4,6,2,7056,7056,1596,1596,17304
5,4,5,4,1596,7056,1596,7056,17304
5,4,4,0,7056,1596,1596,7056,17304
5,4,3,7,7056,1596,1596,7056,17304
5,4,2,3,1596,7056,1596,7056,17304
5,4,1,5,7056,7056,1596,1596,17304
5,2,7,0,7056,1596,1596,7056,17304
6,3,7,7,7056,1596,1596,7056,17304
5,2,3,1,7056,1596,1596,7056,17304
5,1,7,3,1596,7056,1596,7056,17304
3,6,2,2,1596,7056,7056,1596,17304
3,6,1,4,1596,7056,7056,1596,17304
3,5,4,2,7056,1596,7056,1596,17304
3,5,1,7,7056,1596,7056,1596,17304
2,1,0,3,1596,7056,1596,7056,17304
2,0,1,6,7056,7056,1596,1596,17304
7,2,5,0,1596,1596,7056,7056,17304
2,0,0,2,7056,7056,1596,1596,17304
1,7,6,0,7056,1596,7056,1596,17304
1,7,3,5,7056,1596,7056,1596,17304
1,6,3,4,1596,1596,7056,7056,17304
1,6,2,0,1596,1596,7056,7056,17304
1,5,7,6,7056,1596,1596,7056,17304
1,5,6,2,7056,1596,7056,1596,17304
1,5,5,4,1596,1596,7056,7056,17304
1,5,2,3,1596,1596,7056,7056,17304
1,5,1,5,7056,1596,7056,1596,17304
1,5,0,1,7056,1596,1596,7056,17304
7,3,5,1,1596,7056,1596,7056,17304
1,4,3,6,7056,1596,1596,7056,17304
7,7,6,3,1596,7056,7056,1596,17304
1,4,0,0,7056,1596,1596,7056,17304
1,3,7,0,7056,1596,1596,7056,17304
7,3,7,3,1596,7056,1596,7056,17304
7,4,0,3,1596,7056,1596,7056,17304
1,3,3,1,7056,1596,1596,7056,17304
1,1,5,0,1596,1596,7056,7056,17304
1,1,3,3,1596,1596,7056,7056,17304
7,4,5,6,1596,7056,1596,7056,17304
1,0,3,2,7056,1596,7056,1596,17304
1,0,1,0,7056,1596,7056,1596,17304
7,2,3,3,1596,1596,7056,7056,17304
2,1,5,6,1596,7056,1596,7056,17304
2,2,0,0,7056,1596,1596,7056,17304
7,7,5,5,1596,7056,7056,1596,17304
3,4,1,6,7056,7056,1596,1596,17304
3,4,0,2,7056,7056,1596,1596,17304
6,7,4,5,7056,1596,7056,1596,17304
3,3,7,2,7056,7056,1596,1596,17304
6,7,6,7,7056,1596,7056,1596,17304
3,3,1,1,7056,7056,1596,1596,17304
3,2,3,2,7056,1596,7056,1596,17304
3,2,1,0,7056,1596,7056,1596,17304
3,1,5,2,1596,7056,7056,1596,17304
3,1,1,3,1596,7056,7056,1596,17304
7,0,1,3,1596,7056,7056,1596,17304
2,7,6,6,7056,7056,1596,1596,17304
2,7,0,5,7056,7056,1596,1596,17304
2,6,2,6,1596,7056,1596,7056,17304
2,6,0,4,1596,7056,1596,7056,17304
7,0,5,2,1596,7056,7056,1596,17304
2,5,4,6,7056,1596,1596,7056,17304
2,5,0,7,7056,1596,1596,7056,17304
2,3,6,2,7056,7056,1596,1596,17304
2,3,5,4,1596,7056,1596,7056,17304
2,3,4,0,7056,1596,1596,7056,17304
2,3,3,7,7056,1596,1596,7056,17304
2,3,2,3,1596,7056,1596,7056,17304
2,3,1,5,7056,7056,1596,1596,17304
2,2,3,6,7056,1596,1596,7056,17304
3,7,4,0,7056,1596,7056,1596,17304
7,7,4,1,4104,4104,4104,4104,16416
7,7,7,7,4104,4104,4104,4104,16416
2,2,2,2,4104,4104,4104,4104,16416
1,7,2,1,4104,4104,4104,4104,16416
4,2,2,1,4104,4104,4104,4104,16416
4,2,7,4,4104,4104,4104,4104,16416
4,4,2,7,4104,4104,4104,4104,16416
4,4,4,4,4104,4104,4104,4104,16416
2,2,1,4,4104,4104,4104,4104,16416
1,4,2,2,4104,4104,4104,4104,16416
1,4,1,4,4104,4104,4104,4104,16416
7,4,4,2,4104,4104,4104,4104,16416
1,1,7,2,4104,4104,4104,4104,16416
4,1,4,1,4104,4104,4104,4104,16416
1,1,1,1,4104,4104,4104,4104,16416
1,7,7,4,4104,4104,4104,4104,16416
2,1,1,7,4104,4104,4104,4104,16416
2,1,4,2,4104,4104,4104,4104,16416
2,7,4,4,4104,4104,4104,4104,16416
2,7,2,7,4104,4104,4104,4104,16416
7,2,1,1,4104,4104,4104,4104,16416
7,2,7,2,4104,4104,4104,4104,16416
7,4,1,7,4104,4104,4104,4104,16416
4,1,7,7,4104,4104,4104,4104,16416
1,5,4,7,3024,6859,3024,3024,15931
3,7,1,2,3024,3024,3024,6859,15931
2,4,7,6,3024,3024,6859,3024,15931
2,4,0,1,3024,3024,6859,3024,15931
4,0,1,2,3024,3024,3024,6859,15931
2,3,7,1,3024,3024,6859,3024,15931
7,6,2,4,6859,3024,3024,3024,15931
4,7,1,5,3024,3024,3024,6859,15931
5,4,7,1,3024,3024,6859,3024,15931
1,2,4,0,3024,6859,3024,3024,15931
1,2,3,7,3024,6859,3024,3024,15931
6,2,4,7,3024,6859,3024,3024,15931
0,1,2,4,6859,3024,3024,3024,15931
7,1,2,3,6859,3024,3024,3024,15931
7,1,5,4,6859,3024,3024,3024,15931
4,7,6,2,3024,3024,3024,6859,15931
0,5,6,6,2744,2744,2744,2744,10976
0,5,0,5,2744,2744,2744,2744,10976
0,3,6,0,2744,2744,2744,2744,10976
0,3,3,5,2744,2744,2744,2744,10976
0,0,3,6,2744,2744,2744,2744,10976
3,6,3,6,2744,2744,2744,2744,10976
3,3,3,3,2744,2744,2744,2744,10976
3,3,5,0,2744,2744,2744,2744,10976
6,6,6,6,2744,2744,2744,2744,10976
6,6,0,5,2744,2744,2744,2744,10976
6,3,6,3,2744,2744,2744,2744,10976
6,3,5,5,2744,2744,2744,2744,10976
6,0,5,6,2744,2744,2744,2744,10976
6,0,0,3,2744,2744,2744,2744,10976
5,6,6,0,2744,2744,2744,2744,10976
5,6,3,5,2744,2744,2744,2744,10976
5,5,6,3,2744,2744,2744,2744,10976
5,5,5,5,2744,2744,2744,2744,10976
5,0,5,0,2744,2744,2744,2744,10976
5,0,3,3,2744,2744,2744,2744,10976
3,6,0,0,2744,2744,2744,2744,10976
3,5,5,6,2744,2744,2744,2744,10976
3,5,0,3,2744,2744,2744,2744,10976
0,0,0,0,2744,2744,2744,2744,10976
